timestamp,ecg,pnum,condition
1671176259.648,593,3,stress
1671176260.241,608,3,stress
1671176260.849,614,3,stress
1671176261.463,630,3,stress
1671176262.093,615,3,stress
1671176262.708,629,3,stress
1671176263.337,586,3,stress
1671176263.923,557,3,stress
1671176264.48,548,3,stress
1671176265.028,535,3,stress
1671176265.563,565,3,stress
1671176266.128,618,3,stress
1671176266.746,597,3,stress
1671176267.343,603,3,stress
1671176267.946,586,3,stress
1671176268.532,568,3,stress
1671176269.1,553,3,stress
1671176269.653,566,3,stress
1671176270.219,584,3,stress
1671176270.803,601,3,stress
1671176271.404,592,3,stress
1671176271.996,599,3,stress
1671176272.595,602,3,stress
1671176273.197,617,3,stress
1671176273.814,575,3,stress
1671176274.389,545,3,stress
1671176274.934,539,3,stress
1671176275.473,551,3,stress
1671176276.024,585,3,stress
1671176276.609,627,3,stress
1671176277.236,633,3,stress
1671176277.869,606,3,stress
1671176278.475,613,3,stress
1671176279.088,623,3,stress
1671176279.711,624,3,stress
1671176280.335,626,3,stress
1671176280.961,597,3,stress
1671176281.558,595,3,stress
1671176282.153,596,3,stress
1671176282.749,599,3,stress
1671176283.348,577,3,stress
1671176283.925,571,3,stress
1671176284.496,560,3,stress
1671176285.056,550,3,stress
1671176285.606,532,3,stress
1671176286.138,539,3,stress
1671176286.677,589,3,stress
1671176287.266,666,3,stress
1671176287.932,646,3,stress
1671176288.578,736,3,stress
1671176289.314,755,3,stress
1671176290.069,715,3,stress
1671176290.784,713,3,stress
1671176291.497,761,3,stress
1671176292.258,756,3,stress
1671176293.014,736,3,stress
1671176293.75,669,3,stress
1671176294.419,643,3,stress
1671176295.062,611,3,stress
1671176295.673,569,3,stress
1671176296.242,560,3,stress
1671176296.802,610,3,stress
1671176297.412,756,3,stress
1671176298.168,688,3,stress
1671176298.856,679,3,stress
1671176299.535,705,3,stress
1671176300.24,650,3,stress
1671176300.89,657,3,stress
1671176301.547,667,3,stress
1671176302.214,701,3,stress
1671176302.915,674,3,stress
1671176303.589,689,3,stress
1671176304.278,736,3,stress
1671176305.014,713,3,stress
1671176305.727,646,3,stress
1671176306.373,620,3,stress
1671176306.993,615,3,stress
1671176307.608,631,3,stress
1671176308.239,647,3,stress
1671176308.886,655,3,stress
1671176309.541,693,3,stress
1671176310.234,709,3,stress
1671176310.943,713,3,stress
1671176311.656,659,3,stress
1671176312.315,632,3,stress
1671176312.947,637,3,stress
1671176313.584,634,3,stress
1671176314.218,669,3,stress
1671176314.887,704,3,stress
1671176315.591,639,3,stress
1671176316.23,653,3,stress
1671176316.883,682,3,stress
1671176317.565,681,3,stress
1671176318.246,661,3,stress
1671176318.907,594,3,stress
1671176319.501,585,3,stress
1671176320.086,588,3,stress
1671176320.674,623,3,stress
1671176321.297,628,3,stress
1671176321.925,610,3,stress
1671176322.535,673,3,stress
1671176323.208,660,3,stress
1671176323.868,682,3,stress
1671176324.55,704,3,stress
1671176325.254,703,3,stress
1671176325.957,613,3,stress
1671176326.57,577,3,stress
1671176327.147,579,3,stress
1671176327.726,596,3,stress
1671176328.322,643,3,stress
1671176328.965,688,3,stress
1671176329.653,749,3,stress
1671176330.402,749,3,stress
1671176331.151,742,3,stress
1671176331.893,722,3,stress
1671176332.615,723,3,stress
1671176333.338,720,3,stress
1671176334.058,635,3,stress
1671176334.693,608,3,stress
1671176335.301,612,3,stress
1671176335.913,661,3,stress
1671176336.574,731,3,stress
1671176337.305,823,3,stress
1671176338.128,834,3,stress
1671176338.962,815,3,stress
1671176339.777,757,3,stress
1671176340.534,703,3,stress
1671176341.237,725,3,stress
1671176341.962,760,3,stress
1671176342.722,779,3,stress
1671176343.501,734,3,stress
1671176344.235,652,3,stress
1671176344.887,705,3,stress
1671176345.592,654,3,stress
1671176346.246,647,3,stress
1671176346.893,664,3,stress
1671176347.557,768,3,stress
1671176348.325,759,3,stress
1671176349.084,757,3,stress
1671176349.841,744,3,stress
1671176350.585,712,3,stress
1671176351.297,634,3,stress
1671176351.931,605,3,stress
1671176352.536,604,3,stress
1671176353.14,603,3,stress
1671176353.743,604,3,stress
1671176354.347,613,3,stress
1671176354.96,649,3,stress
1671176355.609,655,3,stress
1671176356.264,675,3,stress
1671176356.939,656,3,stress
1671176357.595,661,3,stress
1671176358.256,635,3,stress
1671176358.891,622,3,stress
1671176359.513,609,3,stress
1671176360.122,608,3,stress
1671176360.73,616,3,stress
1671176361.346,597,3,stress
1671176361.943,557,3,stress
1671176362.5,575,3,stress
1671176363.075,596,3,stress
1671176363.671,636,3,stress
1671176364.307,662,3,stress
1671176364.969,685,3,stress
1671176365.654,685,3,stress
1671176366.339,654,3,stress
1671176366.993,607,3,stress
1671176367.6,589,3,stress
1671176368.189,606,3,stress
1671176368.795,609,3,stress
1671176369.404,608,3,stress
1671176370.012,601,3,stress
1671176370.613,606,3,stress
1671176371.219,630,3,stress
1671176371.849,644,3,stress
1671176372.493,666,3,stress
1671176373.159,686,3,stress
1671176373.845,612,3,stress
1671176374.457,601,3,stress
1671176375.058,624,3,stress
1671176375.682,646,3,stress
1671176376.328,687,3,stress
1671176377.015,724,3,stress
1671176377.739,732,3,stress
1671176378.471,723,3,stress
1671176379.194,646,3,stress
1671176379.84,599,3,stress
1671176380.439,600,3,stress
1671176381.039,655,3,stress
1671244810.521,640,4,baseline1
1671244811.161,625,4,baseline1
1671244811.786,626,4,baseline1
1671244812.412,609,4,baseline1
1671244813.021,602,4,baseline1
1671244813.623,600,4,baseline1
1671244814.223,624,4,baseline1
1671244814.847,646,4,baseline1
1671244815.493,643,4,baseline1
1671244816.136,643,4,baseline1
1671244816.779,649,4,baseline1
1671244817.428,693,4,baseline1
1671244818.121,691,4,baseline1
1671244818.812,684,4,baseline1
1671244819.496,679,4,baseline1
1671244820.175,670,4,baseline1
1671244820.845,662,4,baseline1
1671244821.507,676,4,baseline1
1671244822.183,706,4,baseline1
1671244822.889,707,4,baseline1
1671244823.596,720,4,baseline1
1671244824.316,688,4,baseline1
1671244825.004,741,4,baseline1
1671244825.745,727,4,baseline1
1671244826.472,729,4,baseline1
1671244827.201,691,4,baseline1
1671244827.892,731,4,baseline1
1671244828.623,676,4,baseline1
1671244829.299,681,4,baseline1
1671244829.98,679,4,baseline1
1671244830.659,708,4,baseline1
1671244831.367,684,4,baseline1
1671244832.051,734,4,baseline1
1671244832.785,674,4,baseline1
1671244833.459,688,4,baseline1
1671244834.147,682,4,baseline1
1671244834.829,682,4,baseline1
1671244835.511,703,4,baseline1
1671244836.214,669,4,baseline1
1671244836.883,696,4,baseline1
1671244837.579,676,4,baseline1
1671244838.255,706,4,baseline1
1671244838.961,664,4,baseline1
1671244839.625,718,4,baseline1
1671244840.343,670,4,baseline1
1671244841.013,682,4,baseline1
1671244841.695,683,4,baseline1
1671244842.378,713,4,baseline1
1671244843.091,661,4,baseline1
1671244843.752,668,4,baseline1
1671244844.42,649,4,baseline1
1671244845.069,634,4,baseline1
1671244845.703,639,4,baseline1
1671244846.342,642,4,baseline1
1671244846.984,663,4,baseline1
1671244847.647,663,4,baseline1
1671244848.31,675,4,baseline1
1671244848.985,671,4,baseline1
1671244849.656,671,4,baseline1
1671244850.327,691,4,baseline1
1671244851.018,669,4,baseline1
1671244851.687,712,4,baseline1
1671244852.399,665,4,baseline1
1671244853.064,681,4,baseline1
1671244853.745,660,4,baseline1
1671244854.405,677,4,baseline1
1671244855.082,704,4,baseline1
1671244855.786,700,4,baseline1
1671244856.486,686,4,baseline1
1671244857.172,747,4,baseline1
1671244857.919,732,4,baseline1
1671244858.651,703,4,baseline1
1671244859.354,715,4,baseline1
1671244860.069,707,4,baseline1
1671244860.776,735,4,baseline1
1671244861.511,688,4,baseline1
1671244862.199,742,4,baseline1
1671244862.941,702,4,baseline1
1671244863.643,751,4,baseline1
1671244864.394,707,4,baseline1
1671244865.101,753,4,baseline1
1671244865.854,696,4,baseline1
1671244866.55,723,4,baseline1
1671244867.273,745,4,baseline1
1671244868.018,699,4,baseline1
1671244868.717,722,4,baseline1
1671244869.439,711,4,baseline1
1671244870.15,708,4,baseline1
1671244870.858,703,4,baseline1
1671244871.561,714,4,baseline1
1671244872.275,738,4,baseline1
1671244873.013,694,4,baseline1
1671244873.707,702,4,baseline1
1671244874.409,680,4,baseline1
1671244875.089,682,4,baseline1
1671244875.771,684,4,baseline1
1671244876.455,694,4,baseline1
1671244877.149,721,4,baseline1
1671244877.87,670,4,baseline1
1671244878.54,678,4,baseline1
1671244879.218,671,4,baseline1
1671244879.889,674,4,baseline1
1671244880.563,674,4,baseline1
1671244881.237,717,4,baseline1
1671244881.954,676,4,baseline1
1671244882.63,727,4,baseline1
1671244883.357,668,4,baseline1
1671244884.025,673,4,baseline1
1671244884.698,655,4,baseline1
1671244885.353,656,4,baseline1
1671244886.009,660,4,baseline1
1671244886.669,677,4,baseline1
1671244887.346,699,4,baseline1
1671244888.045,671,4,baseline1
1671244888.716,688,4,baseline1
1671244889.404,670,4,baseline1
1671244890.074,670,4,baseline1
1671244890.744,680,4,baseline1
1671244891.424,684,4,baseline1
1671244892.108,702,4,baseline1
1671244892.81,699,4,baseline1
1671244893.509,674,4,baseline1
1671244894.183,674,4,baseline1
1671244894.857,663,4,baseline1
1671244895.52,676,4,baseline1
1671244896.196,695,4,baseline1
1671244896.891,669,4,baseline1
1671244897.56,708,4,baseline1
1671244898.268,648,4,baseline1
1671244898.916,657,4,baseline1
1671244899.573,652,4,baseline1
1671244900.225,651,4,baseline1
1671244900.876,638,4,baseline1
1671244901.514,657,4,baseline1
1671244902.171,646,4,baseline1
1671244902.817,644,4,baseline1
1671244903.461,644,4,baseline1
1671244904.105,681,4,baseline1
1671244904.786,683,4,baseline1
1671244905.469,702,4,baseline1
1671244906.171,698,4,baseline1
1671244906.869,665,4,baseline1
1671244907.534,658,4,baseline1
1671244908.192,633,4,baseline1
1671244908.825,636,4,baseline1
1671244909.461,637,4,baseline1
1671244910.098,635,4,baseline1
1671244910.733,651,4,baseline1
1671244911.384,670,4,baseline1
1671244912.054,655,4,baseline1
1671244912.709,685,4,baseline1
1671244913.394,651,4,baseline1
1671244914.045,662,4,baseline1
1671244914.707,672,4,baseline1
1671244915.379,700,4,baseline1
1671244916.079,675,4,baseline1
